[230, 1000, 340, 1000, 110.0, 203, 204, 0]
[620, 1000, 620, 900, 100.0, 205, 196, 0]
[620, 900, 900, 900, 280.0, 196, 206, 0]
[900, 740, 900, 660, 80.0, 207, 149, 0]
[900, 660, 900, 540, 120.0, 149, 208, 0]
[900, 540, 900, 440, 100.0, 208, 209, 0]
[900, 200, 900, 60, 140.0, 210, 169, 0]
[200, 60, 280, 60, 80.0, 200, 211, 0]
[280, 60, 460, 60, 180.0, 211, 212, 0]
[460, 60, 700, 60, 240.0, 212, 173, 0]
[230, 850, 150, 850, 80.0, 213, 137, 0]
[150, 690, 150, 500, 190.0, 194, 214, 0]
[50, 400, 150, 400, 100.0, 201, 185, 1]
[150, 500, 230, 500, 80.0, 214, 156, 0]
[230, 850, 230, 780, 70.0, 213, 215, 0]
[230, 780, 230, 690, 90.0, 215, 145, 0]
[230, 690, 230, 600, 90.0, 145, 216, 0]
[230, 600, 230, 500, 100.0, 216, 156, 0]
[230, 690, 150, 690, 80.0, 145, 194, 0]
[230, 780, 320, 780, 90.0, 215, 197, 0]
[340, 1000, 530, 1000, 190.0, 204, 143, 0]
[530, 1000, 620, 1000, 90.0, 143, 205, 0]
[420, 900, 340, 900, 80.0, 142, 217, 0]
[340, 1000, 340, 900, 100.0, 204, 217, 0]
[620, 780, 700, 760, 82.46211251235322, 219, 220, 1]
[700, 760, 760, 760, 60.0, 220, 221, 1]
[760, 760, 760, 740, 20.0, 221, 222, 1]
[760, 740, 840, 740, 80.0, 222, 148, 1]
[840, 740, 900, 740, 60.0, 148, 207, 1]
[760, 740, 760, 660, 80.0, 222, 150, 1]
[760, 660, 760, 580, 80.0, 150, 198, 1]
[760, 580, 760, 540, 40.0, 198, 223, 1]
[820, 440, 900, 440, 80.0, 224, 209, 0]
[740, 440, 700, 440, 40.0, 163, 199, 0]
[760, 540, 700, 540, 60.0, 223, 225, 1]
[700, 540, 700, 440, 100.0, 225, 199, 1]
[540, 680, 420, 680, 120.0, 153, 152, 0]
[420, 680, 320, 680, 100.0, 152, 146, 0]
[320, 780, 320, 680, 100.0, 197, 146, 1]
[320, 680, 320, 600, 80.0, 146, 227, 1]
[230, 600, 320, 600, 90.0, 216, 227, 0]
[230, 500, 230, 400, 100.0, 156, 228, 0]
[230, 400, 280, 400, 50.0, 228, 158, 1]
[280, 400, 320, 400, 40.0, 158, 229, 1]
[320, 600, 320, 530, 70.0, 227, 157, 1]
[320, 530, 320, 500, 30.0, 157, 230, 1]
[320, 500, 400, 500.5483351474751, 80.00187917439162, 230, 231, 1]
[400, 500.5483351474751, 400, 580, 79.45166485252491, 231, 232, 1]
[400, 580, 480, 580, 80.0, 232, 154, 1]
[480, 580, 560, 580, 80.0, 154, 233, 1]
[560, 580, 560, 540, 40.0, 233, 195, 1]
[560, 540, 620, 540, 60.0, 195, 226, 1]
[620, 540, 620, 440, 100.0, 226, 166, 1]
[620, 440, 540, 440, 80.0, 166, 160, 0]
[540, 440, 480, 440, 60.0, 160, 234, 0]
[320, 500, 320, 400, 100.0, 230, 229, 1]
[400, 500.5483351474751, 400, 380, 120.54833514747509, 231, 235, 0]
[400, 280, 280, 280, 120.0, 236, 237, 1]
[280, 280, 230, 280, 50.0, 237, 184, 1]
[230, 280, 150, 200, 113.13708498984761, 184, 186, 0]
[150, 200, 200, 60, 148.66068747318505, 186, 200, 0]
[400, 280, 400, 200, 80.0, 236, 180, 0]
[400, 200, 400, 120, 80.0, 180, 238, 0]
[400, 120, 340, 120, 60.0, 238, 181, 0]
[340, 120, 280, 60, 84.8528137423857, 181, 211, 0]
[400, 120, 460, 120, 60.0, 238, 239, 0]
[460, 120, 460, 60, 60.0, 239, 212, 0]
[400, 280, 480, 280, 80.0, 236, 240, 1]
[480, 440, 480, 280, 160.0, 234, 240, 0]
[620, 440, 620, 360, 80.0, 166, 164, 1]
[540, 280, 480, 280, 60.0, 161, 240, 1]
[620, 360, 620, 280, 80.0, 164, 241, 1]
[540, 280, 560, 280, 20.0, 161, 242, 1]
[560, 280, 620, 280, 60.0, 242, 241, 1]
[560, 280, 560, 180, 100.0, 242, 177, 0]
[560, 180, 610, 94, 99.4786409235671, 177, 243, 0]
[610, 94, 460, 120, 152.2366578718805, 243, 239, 0]
[560, 180, 660, 180, 100.0, 177, 178, 0]
[660, 180, 610, 94, 99.4786409235671, 178, 243, 0]
[620, 280, 660, 280, 40.0, 241, 244, 1]
[660, 280, 660, 180, 100.0, 244, 178, 0]
[660, 280, 681.0314576847311, 280.0574308230841, 21.031536098061757, 244, 175, 1]
[780, 280, 780, 360, 80.0, 174, 165, 0]
[780, 360, 840, 360, 60.0, 165, 245, 0]
[50, 550, 50, 400, 150.0, 135, 201, 1]
[900, 900, 900, 820, 80.0, 206, 246, 0]
[900, 820, 900, 740, 80.0, 246, 207, 0]
[840, 360, 870, 280, 85.44003745317531, 245, 168, 0]
[840, 360, 840, 220, 140.0, 245, 170, 0]
[700, 60, 800, 60, 100.0, 173, 172, 0]
[280, 280, 280, 180, 100.0, 237, 182, 0]
[280, 180, 280, 60, 120.0, 182, 211, 0]
[460, 780, 540, 780, 80.0, 218, 188, 1]
[540, 780, 620, 780, 80.0, 188, 219, 1]
[390, 780, 460, 780, 70.0, 189, 218, 1]
[150, 500, 150, 460, 40.0, 214, 191, 0]
[150, 460, 150, 400, 60.0, 191, 185, 0]
[150, 400, 190, 400, 40.0, 185, 192, 1]
[190, 400, 230, 400, 40.0, 192, 228, 1]
[681.0314576847311, 280.0574308230841, 740, 280, 58.968570281863705, 175, 193, 1]
[740, 280, 780, 280, 40.0, 193, 174, 1]
[900, 280, 900, 200, 80.0, 247, 210, 0]
[870, 280, 900, 280, 30.0, 168, 247, 0]
[800, 60, 840, 60, 40.0, 172, 248, 0]
[840, 60, 900, 60, 60.0, 248, 169, 0]
[840, 220, 840, 60, 160.0, 170, 248, 0]
[540, 680, 620, 680, 80.0, 153, 249, 0]
[620, 680, 620, 540, 140.0, 249, 226, 0]
[150, 850, 50, 850, 100.0, 137, 250, 0]
[50, 850, 50, 550, 300.0, 250, 135, 0]
[340, 780, 390, 780, 50.0, 251, 189, 1]
[320, 780, 340, 780, 20.0, 197, 251, 1]
[340, 780, 340, 840, 60.0, 251, 139, 0]
[340, 840, 340, 900, 60.0, 139, 217, 0]
[620, 780, 620, 840, 60.0, 219, 140, 0]
[620, 840, 620, 900, 60.0, 140, 196, 0]
[400, 380, 400, 280, 100.0, 235, 236, 0]
[230, 280, 230, 400, 120.0, 184, 228, 1]
[50, 200, 150, 200, 100.0, 252, 186, 0]
[50, 200, 50, 400, 200.0, 252, 201, 0]
[620, 680, 620, 780, 100.0, 249, 219, 0]
[620, 540, 700, 540, 80.0, 226, 225, 1]
[150, 690, 150, 850, 160.0, 194, 137, 0]
[900, 280, 900, 440, 160.0, 247, 209, 0]
[780, 360, 780, 440, 80.0, 165, 253, 0]
[780, 440, 820, 440, 40.0, 253, 224, 0]
[780, 440, 740, 440, 40.0, 253, 163, 0]
[700, 440, 620, 440, 80.0, 199, 166, 1]
[50, 1000, 230, 1000, 180.0, 202, 203, 0]
[50, 850, 50, 1000, 150.0, 250, 202, 0]
[230, 850, 230, 1000, 150.0, 213, 203, 0]
[420, 900, 620, 900, 200.0, 142, 196, 0]
